Price,Headline,Address,Owner,Bedrooms,Bathrooms,Balconies,Super area,Price Per sqft,Status,Transaction type,Floor,Car parking,Furnished,Lifts,Descrption,Price breakup,Address2,Landmarks,Age of Construction,Price comparison,Expected rent,Monthly EMI
56.0 Lac,"1 BHK Flat for sale in Panathur, Bangalore","for sale in Sobha Dream Acres, Panathur, Bangalore","Owner
Jigar",NA,NA,NA,656 sqft,"8,537/sqft",Ready to Move,Resale,4 (Out of 12 Floors),1 Covered,NA,NA,NA,56.0 Lac,"Balagere Panathur Road Bangalore Balagere Rd Devasthanagalu Varthur, Karnataka, Panathur, Bangalore - East, Karnataka",NA,New Construction,NA,NA,NA
70.0 Lac,"2 BHK Flat for sale in Thanisandra Main Road, Bangalore","for sale in Nikoo Homes, Thanisandra Main Road, Bangalore","Owner
deepak nambiar",2,2,NA,1100 sqft,"6,364/sqft",Ready to Move,Resale,4 (Out of 24 Floors),None,NA,NA,"Truly appealing and studded with world-class amenities, here is the most dazzling 2BHK flat available for sale in one of the posh & hi-tech societies named as Nikoo Homes on Thanisandra Main Road, Bangalore. So, why wait??? Seize this brand new property immediately to enjoy the epitome of grace & elegance…!!!

Property Specifications

Presenting you with the pristine ambience & hustle-bustle free lifestyle, this vaastu compliant flat is spread across 1100sqft of a super area and 1050sqft of a carpet area.

Offering airy interiors, this enchanting flat is ideally positioned on the 4th floor of the 24-storey tower and is bestowed with ample natural light & fresh breeze throughout the day.

Magnificently designed and brilliantly planned, this semi-furnished flat configures 2 bedrooms, 1 balcony, a living cum dining area and a modular kitchen. Also, there are bay windows in both the bedrooms that open to the east direction.

Both the bedrooms are well-sized and can be tailored as per your choices and needs. Fashioned in western theme and outfitted with branded geysers & exhaust fans, 1 bathroom is attached whereas the other bathroom is common.

Overlooking the open area, the lovely balcony is connected to the living cum dining area. Further, the kitchen is adorned with the sleek platform, sink and cabinets to arrange your utensils in a proper manner.

To give an aesthetic look, all the rooms are embellished with the most stunning vitrified tiles on the flooring.

Facilities

The top-notch amenities like a visitor, covered (in basement) & reserved parking, kids play area, kids play pool with water slides, kids club, indoor squash & games room, swimming pool, outdoor tennis & badminton courts, arts, dance & craft studios, early learning centre, multipurpose courts & hall, recreational pool, coffee/bar lounge & restaurants, cafeteria/food court, library & business centre, rentable community space, guest accommodation, activity deck4, barbeque pit, private terrace/garden, event space & amphitheatre, meditation area, cycling, strolling & jogging tracks, aerobics room, gymnasium, earthquake resistant, air-conditioned, bank & ATM, banquet hall, conference room, retail boulevard (retail shops), clubhouse and shuttle services (from the premises) are available here.

The prime facilities such as laundry service, waste disposal, rainwater harvesting, service/goods, 2 lifts (separate for passenger and services), water storage & supply for 24hours, power backup, piped gas line, fire fighting equipment, intercom facility, RO water system, DTH television facility, internet/Wi-Fi connectivity, maintenance staff, security and CCTV cameras are provided here.

Locality

All the essential social infrastructures like famous shopping malls, supermarkets, prominent schools, upcoming notable hospitals and different public transports such as buses, taxis & autos are accessible within a periphery of 500 to 800m from this society.","70.0 Lac ₹ 3,91,999 Approx. Registration Charges ₹ 3,000 Monthly
See Other Charges","60408, Nikoo Homes 1, Thanisandra Main Road, Bangalore, Thanisandra Main Road, Bangalore - North, Karnataka",NA,New Construction,NA,NA,NA
1.22 Cr,6 BHK Owner Residential House,"For Sale Bapuji Nagar, Bangalore","Owner
Ramamurthy.B",6,5,4,2700 sqft,"4,519/sqft",Ready to Move,Resale,1 (Out of 4 Floors),1 Covered,Semi-Furnished,NA,"Attention home seekers!!! Here is a fabulous opportunity of owning this brand new 6 BHK residential house situated in one of the elite residential zones of Bapuji Nagar, Bangalore that is close to all your conveniences.

Property Specifications

Benefited with freehold ownership rights make this residential unit worth buying. Furthermore, this residential unit is quite spacious and thereby making it an ideal home for luxury living.

Offering unblocked views of the main road, this north facing 6 BHK residential house is spread over the ground, first, second, third and the fourth floor, while the 2nd and the 3rd floor is a duplex unit. The ground floor encompasses a well-designed bedroom, a common bathroom of western style, hall, beautiful puja room, and a kitchen unit.

The configuration of first floor includes 2 good sized bedrooms, a common western bathroom, hall, puja room, balcony connected to entry of first floor and a kitchen with granite slab & sink.

Well-planned, the second floor has a fine looking puja room, balcony connected to the entry, hall having a well-appointed TV unit, and a well-configured kitchen. The third floor comprises 2 alluring bedrooms, a common bathroom of western style, and a balcony linked with the entry of this floor.

Furthermore, the fourth floor incorporates a well-designed room, an Indian toilet and also there is an open terrace. All the bedrooms in this house are finely decked with wardrobes and lofts for mass storage. Entire residential unit is beautifully adorned with good quality granite flooring.

Facilities

Huge covered parking space is available for accommodating around 5 bikes easily. This residential house is well-supported with round the clock water supply and all the floors of this house are provided with gas connection that is taken from the GF in the parking area.

Locality

Sited just 5mins from the Satellite Bus Stand Mysore Road, this residential house enjoys superb connectivity to various parts of the city. Furthermore, the railway station is within the walking distance, while the metro station is just 10mins away from this residence.

Most of the prominent schools as well as the educational centres lie within the walking distance. Few of the hospitals, clinics, local markets, banks and ATMs all are located within the close proximity.","1.22 Cr ₹ 6,83,199 Approx. Registration Charges
See Other Charges","Bapujinagar, 4th Cross, Bangalore, Karnataka, Bapuji Nagar, Bangalore - West, Karnataka",Satellite Bus Stand Mysore Road,New Construction,NA,NA,NA
61.0 Lac,"1075 Sq-ft Commercial Office Space for Sale in , locality, Bangalore","for sale in Kumaraswamy Layout, Bangalore","Owner
Parashu Ram",2,2,NA,1075 sqft,"5,674/sqft",Ready to Move,New Property,Vitrified,1 Covered,Unfurnished,NA,"Perfectly planned to offer you a modern dwelling, this exclusive and brand new 2BHK apartment located in an upbeat location in Kumaraswamy Layout, Bangalore is up for sale. Available at a price that does not pinch your pocket, this apartment enjoys smooth access to all the civic resources and makes it a perfect home to settle in with your loved ones.

Property Specifications

Wonderful construction, appealing designs and great location make this abode worth every penny. Facing east direction, this abode is blessed with loads of sunlight and ventilation, thereby offering you a lively and pleasant ambience. Placed on the second floor of a six-storey building, this home is apt for a small family.

The layout of this abode comes with 2 bedrooms, 2 bathrooms, balcony, hall cum dining area, and a kitchen. Moreover, there is provision for making a puja room and the flooring is decked with high-end vitrified tiles lending a charming look.

Moving on, this apartment is unfurnished, therefore, you can customize it as per your liking and needs. Fashioned in western style, both bathrooms are outfitted with chic fittings and accessories, however, one bathroom is common and one is attached.

Giving the views of the main road, the balcony is linked to the hall and can double as a utility area. Equipped with sink and countertop, the kitchen is simple but offers a comfortable cooking space.

Facilities

Key amenities required to lead a comfortable life such as sufficient water supply from borewell and Kaveri, one reserved covered parking slot, 100% power backup, and lift are available. Also, security is maintained 24x7 as CCTV cameras are installed and guards are appointed.

Locality

Located opposite of Green Veg Hotel, this apartment enjoys swift access to prime social amenities of the city. DPS School is located 1.2km from here whereas the St Philomena's English School lies within a stretch of 500m. You can find many banks, ATMs and medical aids within a short distance of 500m.

Commuting to and from this apartment is absolutely easy as taxis and autos are widely available from here. The 15E bus stop is located in the vicinity whereas the metro station is accessible within a short radius of 1.5km.",61.0 Lac,"SJ Homes, Kumaraswamy Layout Stage 2 - Bangalore, Karnataka 560078, Kumaraswamy Layout, Bangalore - South, Karnataka",Near 15E bus - Stop,New Construction,NA,NA,NA
98.0 Lac,"3 BHK Flat for sale in Yelahanka, Bangalore","for sale in Godrej Avenues, Yelahanka, Bangalore","Owner
Arun Singh",3,3,2,1525 sqft,"6,426/sqft",Ready to Move,New Property,6 (Out of 14 Floors),None,NA,NA,"If you have ever dreamt of owning a flat in one of the well-established areas of Bangalore, then now is the time to fulfill the same. Up for sale is a 3BHK flat in “Godrej Avenues”- one of the finest residential societies in Yelahanka. So hurry and book your property at the earliest!!

Property Specifications

This flat is bestowed with ample natural light and fresh air all along the day as it is nestled on the 6th floor of a 14-storeyed building. Built-in accordance with the vaastu norms, this flat faces the west direction.

Up to date with all the electrical fixtures, this 3BHK flat encompasses 3 bedrooms, 3 bathrooms, 2 balconies, an L-shaped living cum dining room, and a sleek kitchen, which can be modified into a modular kitchen.

Styled in a western manner, one bathroom is common and 2 bathrooms are attached to the bedrooms. The residents here can also install geysers if needed, as there are geyser points available in all the bathrooms. Accompanied with hall and 1 bedroom individually are the 2 balconies which are perfectly aligned. Both the balconies are ideal to chill out after a tiring day and overlook the main road, garden, and a swimming pool.

The beauty of this residence is further enhanced by the wooden flooring which is covered in the master bedroom while the rest of the area is immaculately finished with stunning vitrified tiles.

Note This property is under construction and can be possessed within 4months. The overall price includes premium location charges, gas bank charges, one car parking, floor rise charges, CPSDC, club membership charges, generator charges, BESCOM","98.0 Lac ₹ 5,48,800 Approx. Registration Charges ₹ 5,000 Monthly
See Other Charges","E0602 Godrej Avenues Yalahanka, Yelahanka, Bangalore - North, Karnataka",On Yalahanka - Doddabellapur Road,NA,NA,NA,NA
1.38 Cr,"3 BHK Flat for sale in Sarjapur Road, Bangalore","for sale in Sobha Classic, Sarjapur Road, Bangalore","Owner
Ranganathan",3 See Dimension,4,2,2063 sqft,"6,689/sqft",Ready to Move,Resale,Ground (Out of 13 Floors),1 Covered,NA,NA,NA,"1.38 Cr ₹ 7,72,799 Approx. Registration Charges ₹ 25,000 Quarterly
See Other Charges","Sobha classic, harlur village, vardhur hobli., Sarjapur Road, Bangalore - East, Karnataka",The property is one K.M. from SARJAPURA and on the road to Harlur,5 to 10 years,NA,NA,NA
1.0 Cr,"3 BHK Flat for sale in Tumkur Road, Bangalore","for sale in SOBHA RUBY, Tumkur Road, Bangalore","Owner
Ravi Kumar",3,2,NA,NA,"8,389/sqft",Ready to Move,New Property,Ground (Out of 14 Floors),None,NA,NA,"Facing the auspicious east direction, this beautiful 3BHK flat located in SOBHA RUBY, Tumkur Road, Bangalore is up for sale. Completely ready to move in with your family members, this flat is benefited with freehold ownership rights.

Note - The price is negotiable

Property Specifications

For the well-being and happiness of the residents, this flat is beautifully crafted by following all the vaastu principles. Bright and airy, this flat is perfectly positioned on the ground floor of a 14 storeyed building.

Semi-furnished, this flat comprises 3 bedrooms, 2 bathrooms, 1 balcony, a puja unit, a kitchen, a living room and a dining room. Both the bathrooms are fashioned in western style with geysers installed, of which one bathroom is attached to the bedroom whereas the other bathroom is common.

Overlooking the beautiful garden, the balcony connected to the living room is ideal to enjoy your morning cup of tea/coffee. To ensure hassle-free cooking to the home maker, the modular kitchen is well-organized with a cooking platform, sink, and chimney.

All the bedrooms are furnished with wardrobes and dressing table. The living room is adorned with a table, chandelier, and a showcase unit. The vitrified flooring further enhances the visual appearance of this stunning flat.

Facilities

SOBHA RUBY is loaded with a wide range of modern amenities such as meditation area, indoor games room, gymnasium, kids play area, indoor squash","1.0 Cr ₹ 4,554 Monthly","3004, Sobha Nagasandra, Tumkur Road, Bangalore - West, Karnataka",NA,5 to 10 years,NA,NA,NA
1.90 Cr,"4 BHK Flat for sale in Rajarajeshwari Nagar, Bangalore","for sale in Prestige Bagmane Temple Bells, Rajarajeshwari Nagar, Bangalore","Owner
Ramesh",4,4,2,2800 sqft,"6,785/sqft",Ready to Move,Resale,11 (Out of 23 Floors),2 Covered,NA,NA,"Abundantly blessed with natural light and fresh air, this brand new and spacious 4BHK flat located in Prestige Bagmane Temple Bells, Rajarajeshwari Nagar, Bangalore is worth purchasing.

Prestige Bagmane Temple Bells is well-planned with all the modern as well as essential amenities. Therefore, Prestige Bagmane Temple Bells apartments are worth taking into consideration if you wish to live a relaxed and happy life. So what are you waiting for? Hurry up and seize this deal now!!!

Property Specifications

To ensure overall prosperity, happiness and good fortune, this flat is smartly designed by following all the Vaastu principles. This flat is comfortably positioned on the 11th floor of a 23 storeyed high-rise building and is unfurnished, hence you can decorate it as per your thoughts and preferences.

Talking about the configuration of this flat, it encompasses four bedrooms, four bathrooms, two balconies, a living cum dining area, and a kitchen. All the necessary electrical fixtures have been fitted. Furthermore, the vitrified flooring further gives this abode a bright and wonderful look.

All four bathrooms are appointed with western sanitary fittings, of which three bathrooms are attached to the bedrooms and fourth one is common. Additionally, geyser points are available in these bathrooms, hence you can install geysers if required.

Out of two balconies one balcony is connected to the master bedroom, and another one is linked with the living room. Both these balconies overlooking the internal garden, playground, swimming pool, open space and park are ideal for relaxing for sometime after a long hectic day.

Facilities

Prestige Bagmane Temple Bells offers modern amenities such as conference room, cafeteria/food court, banquet hall, garden and many more. Apart from this, basic facilities provided include sufficient water supply, lift, 100% power backup, reserved parking, piped gas connection and concierge services. Furthermore, 2 covered parking slots are available for placing your vehicles.

Locality

Because of its improved infrastructure, excellent connectivity to other parts of the city and availability of all the key facilities, Rajarajeshwari Nagar has become an ideal residential hub for homebuyers.

The Narayana E Techno School Nagarbhavi lies within 500 meters whereas the Euro Kids Preschool Rajarajeshwari Nagar and Best Kindergarten School, Bangalore are located within 800 meters.

For any kind of medical help, the Unity Hospital is located within 2.5km. For all your shopping and grocery needs the Gopalan Arcade Mall can be found within 1.3km. Noted banks/ATMs are situated within the vicinity. At a distance of 3.1km from this property, the Mysore Road Metro Station is located. Public transports like local buses, taxis, and autos are quickly available.","1.90 Cr ₹ 10,64,000 Approx. Registration Charges
See Other Charges","Rajarajeshwari Nagar, Bangalore, Rajarajeshwari Nagar, Bangalore - West, Karnataka",NA,New Construction,NA,NA,NA
76.5 Lac,"2 BHK Flat for sale in Atturu, Bangalore","for sale in Inland Edilon, Atturu, Bangalore","Owner
Suresh",2 See Dimensions,2,2,1180 sqft,"6,483/sqft",Ready to Move,Resale,2 (Out of 4 Floors),1 Covered,NA,NA,"Truly appealing & studded with gorgeous interiors, here is the most dazzling 2BHK flat up for sale and is situated in a hi-tech & upbeat society named as Inland Edilon in Atturu, Bangalore. So, why wait??? Seize this brand new property immediately to enjoy the essence of grace & opulence…!

Note: Inland Edilon as the name defines is truly a structure of pure inspiration. An Amalgam of pampering indulgences and contemporary architecture, Inland Edilon is a heaven where exclusive dreams descend. Expansive spaces, premium finishing and modern amenities create a surreal masterpiece. Elevate your prestige with style and live a life of exclusivity.

Property Specifications

Presenting you with the pristine ambience & impeccable lifestyle, this adorable flat is located on the 2nd floor of the 4-storeyed building and comes with freehold ownership right thus is surely a safe & lucrative investment deal to go with.

Meticulously designed & exquisitely planned, this semi-furnished flat configures 2 bedrooms, 2 bathrooms, 2 balconies, a living cum dining area and a well-organized kitchen with a granite countertop & sink unit.

Both the bedrooms are well-sized and can be tailored as per your choices after the purchase. Among the 2 western themed bathrooms, 1 is attached and the other is for common usage.

Overlooking the unmatched views of the main road, 1 balcony is connected to one of the bedrooms whereas the other balcony is aligned with the living cum dining area.

To give an elegant look, all the rooms are embellished with the most stunning vitrified tiles on the flooring.

Facilities

Some of the key amenities like reserved parking, swimming pool, flower gardens, kids play area, gymnasium and intercom facility are available in this grand society.

The essential facilities such as covered parking slot, 24hours water supply, 100% power backup, manned security and CCTV cameras are provided here.

Locality

This residential property is located near the Yelahanka New Town and is just 800mts away from National Highway-7 thus enjoys seamless connectivity to various parts of the city. The most prominent Mallya Aditi International School is found within the shortest distance from this flat.

The famous Vishal Mega Mart is available just opposite of this society to accomplish your shopping needs. Further, the reputed Prasad Hospital is also accessible just opposite of this flat for any healthcare concern. To meet your banking services, you can find many renowned banks and ATMs within the proximity. You can access different public transports close by to commute to other places conveniently.","76.5 Lac ₹ 59,000 Yearly","65/19, Yelahanka Industrial Area, Atturu, Yelahanka New Town, Bangalore, Atturu, Bangalore - North, Karnataka","Yelahanka New Town, Opp. Vishal Mega Mart. 800mts from NH7",New Construction,NA,NA,NA
39.0 Lac,"3 BHK Flat for sale in Anekal Main Road, Bangalore","for sale in VBHC Vaibhava Phase IV, Anekal Main Road, Bangalore","Owner
Kiran",3,2,NA,1000 sqft,"3,900/sqft",Ready to Move,Resale,1 (Out of 7 Floors),None,NA,NA,"Fabulous opportunity of owning this exquisitely planned 3BHK flat located in VBHC Vaibhava Phase IV, Anekal Main Road, Bangalore. Well-built, this apartment is situated on the 1st floor of a 7-storey building and absolutely ready to move in. So what is the wait for? Invest in this apartment and live a comfortable life with all the civic facilities within close distance.

Property Specifications

Strategically located, this alluringly maintained apartment facing the east direction is bestowed with ample sunlight and fresh air. Available semi-furnished, this flat encompasses 3 bedrooms, 2 bathrooms, 2 balconies, a living cum dining area, and a kitchen.

Out of the 2 western-style bathrooms, 1 is attached to the bedroom and the other is common. To place your clothing and other items systematically, the bedrooms are furnished with spacious wardrobes.

Overlooking the main road and garden are the 2 balconies which are independently connected to the hall and kitchen.

Fixed with cabinets, the kitchen will surely impress the lady of your home and inspire her to cook delicious food. To further enhance the overall appeal of the interiors, the flooring of the house is embellished with high-quality vitrified tiles.


Facilities

The 3BHK apartment comes with some key facilities like 24hours water supply, 100% power backup and security including CCTV monitoring for 24 hours. To park your vehicle comfortably there is one covered parking space available too. You can also access a few amenities such as Pool, gym play area, garden, and clubhouse.

Locality

This advantageous location is perfect to settle down comfortably as it is closely proximate to almost all the major parts of the city. All the prominent social amenities such as banks, ATMs, public transports, etc., are located in the vicinity.

A number of famous hospitals including Narayan Hospital and clinics can be found within a distance of 2km to 3km. You do all your household shopping from the shopping zones which are located nearby. Within a range of 200m, you can find Baldwin whereas the metro station is hardly 6- 7km away from this property.",39.0 Lac,"Anekal Main Road, Bangalore - South, Karnataka",NA,NA,NA,NA,NA
89.0 Lac,"2 BHK Flat for sale in Yellanahalli, Bangalore","for sale in Prestige Song Of South, Begur Road, Bangalore","Owner
Srinivasa Koganti",2,2,NA,1374 sqft,"6,477/sqft",Ready to Move,Resale,2 (Out of 17 Floors),1 Covered,NA,NA,NA,89.0 Lac,"Prestige Song Of South, Begur Main Road, Yellanahalli, Bangalore 560076, Begur Road, Bangalore - South, Karnataka","Near By , Meenakshi Mall .",New Construction,NA,NA,NA
93.0 Lac,3 BHK Flat,"for sale in Godrej Avenues, Yelahanka, Bangalore","Owner
N Agarwal",3 See Dimensions,3,2,1537 sqft,"6,050/sqft",No/Rare Powercut,Resale,5 (Out of 14 Floors),1 Covered,NA,2,NA,"93.0 Lac ₹ 5,20,799 Approx. Registration Charges
See Other Charges","Yelahanka, Bangalore - North, Karnataka",near BMS institute of Technology,Under Construction,NA,NA,NA
1.90 Cr,"3 BHK Flat for sale in Hoodi Circle, Bangalore","for sale in Godrej Air, Hoodi Circle, Bangalore","Owner
Vinay Vinay",3,3,NA,1639 sqft,"11,592/sqft",Ready to Move,Resale,16 (Out of 16 Floors),None,NA,NA,NA,1.90 Cr,"Hoodi Circle, Bangalore - East, Karnataka",NA,NA,NA,NA,NA
4.30 Cr,8 BHK Owner Residential House,"For Sale K R Road, Bangalore","Owner
Ravishankar Gowda",8,4,2,1500 sqft,"28,666/sqft",Ready to Move,Resale,Ground (Out of 2 Floors),None,Semi-Furnished,NA,"Grab this amazing opportunity of owning this absolutely well-maintained residential house, which is located in KR Road Bangalore. If you are in a joint family, then this spacious residential house will surely be the best option for you.

Note All the 3 floors, i.e. the ground, 1st and the 2nd floor feature a similar configuration. Other than this, there is also a 2 BHK outhouse available here.

Property specification

Ready to move in, this east facing residential house is constructed on the guidelines of vaastu principles, for abundance of prosperity in your family. Semi-furnished, this house is ranging between 5 to 10 years of construction and is available in an up to date condition. Spanning across an area of 1500 sq ft, this house is extended over the ground, 1st and the 2nd floor.

The ground floor comprises 2 bedrooms, 2 bathrooms, a hall, kitchen and an interconnecting internal stairway. Of the 2 chic bathrooms, 1 Indian style bathroom is available for common use, while the other western style bathroom is attached to one of the bedrooms.

Further, the ground floor feature a normal kitchen, while the 1st and the 2nd floor, consist a modular kitchen. Lastly, to enhance the aesthetic appeal, bright and attractive vitrified tiles are decked throughout the house.

Facilities

Some of the common facilities such as ample open parking space to park your vehicles and round the clock water supply are provided here.

Locality

There are various schools locate within the vicinity. Also, you need not panic in case of any medical emergency as few hospitals are located within the range of 1 to 2km. You can conveniently travel from one place to another as auto and buses are frequently available within the proximity. The Jayanagar Metro Station is located within just a km. To fulfil your monitory needs some of the well-known banks are located within close proximity.","4.30 Cr ₹ 24,07,999 Approx. Registration Charges
See Other Charges","494, Shastri Nagar, 13th cross, 2nd main, K R Road, Behind MM Industrial Estate, Bangalore, K R Road, Bangalore - Central, Karnataka",NA,5 to 10 years,NA,NA,NA
2.20 Cr,8 BHK Owner Residential House,"For Sale JP Nagar Phase 6, Bangalore","Owner
Leelavathi",8,8,NA,3500 sqft,"6,286/sqft",Ready to Move,New Property,Ground (Out of 4 Floors),2 Covered,Furnished,NA,"Here is a golden opportunity awaiting your attention!! Waiting to be bought, is a spectacular & spacious 8 BHK Owner Residential House ideally located in Sarakki, Bangalore. Featuring well-ventilated rooms brightened with the natural sunlight, this newly constructed residential house offers an excellent ambiance to live in.


Property Specifications


Lavish and excellent in every sense, this residential house occupying 3500 sq ft of super built-up area exhibits excellent floor plan designed for a luxurious lifestyle. Well-furnished, this residence crafted on the ground, first, second, third, and fourth floor faces the east direction.


To begin with the ground floor, there is a well-designed bedroom decked with a fancy wardrobe for your apparel & other valuables. There is also a hall, and a western-style common bathroom available for your use. Decked with a granite countertop, stainless steel sink, and stylish cabinets, is the beautiful kitchen.


Moreover, the 1st, 2nd & the 3rd floor each comprise 2 exquisitely designed bedrooms fancies with spacious wardrobes where you can organize your belongings. Installed with premium quality sanitary wares are two western bathrooms offering you utmost privacy.


Finally, the 4th floor incorporates a bedroom with a wardrobe decked-in. Refresh oneself after long working hours in the bathroom of the western fashion available for common use. Just like the above floors, this floor also has a hall & kitchen with easy to use cabinets, granite countertop, stainless steel sink.


Moreover, the complete residence is given a finishing touch with the granite flooring that compliments every interior of the house.


Facilities


Unrestricted supply of water and ample open parking space where you can park your vehicles is available. Additionally, to park two cars, sufficiently covered parking space is also allocated in this property. Moreover, these floors also consist of a hall and a good-sized kitchen decked with cabinets.


Locality


Many local markets are accessible just by walking for a short distance from where you can meet your daily needs. The well-known Public School is just 5 minutes of short walking distance away from this house.


Being sited very close to the Ring Road, this property is at an arm's distance from buses, taxis, and auto-rickshaws. The Sarakki Metro Station is also at close proximity from this property, hence traveling becomes hassle-free.


Some of the leading banks & ATM centers are present within close proximity of this society, which is an added benefit.",2.20 Cr,"350., JP Nagar Phase 6, Bangalore - South, Karnataka","Near by Sarakki Metro Station
Banshankari town",New Construction,NA,NA,NA
60.0 Lac,"1500 Sq-ft Residential Plot/Land for Sale in JR Greenpark Lakefront , Electronic City , Bangalore","for sale in JR Greenpark Lakefront, Electronic City, Bangalore","Owner
Kumar",NA,NA,NA,NA,NA,NA,Resale,NA,None,NA,NA,NA,60.0 Lac,"Anekal Main Road, Chandapura, Bengaluru, Karnataka 562107, Electronic City, Bangalore - South, Karnataka","5 km from Narayana Hrudayalaya, 8.5 km from Electronic City.",NA,NA,NA,NA
1.79 Cr,2 BHK Builder Floor,"for sale in Lavelle Road, Bangalore","Owner
s.rakshit s.rakshit",2,NA,NA,795 sqft,"22,515/sqft",Ready to Move,Resale,"2 BHK Builder Floor
for sale in Lavelle Road, Bangalore",None,Furnished,NA,"An appealingly crafted 2BHK builder floor apartment is available for sale on Lavelle Road, Bangalore. The potential buyer of this property can be assured of making worthwhile investment by purchasing this apartment as it comes with freehold ownership rights. So, don’t let go of this wonderful opportunity!!!

Property Specification

Situated on the advantageous ground floor, this 2BHK builder floor apartment facing the east direction remains bright and warm all through the day thus offering a serene environ to its residents.

Built across a super area of 795sqft, this builder floor apartment is thoughtfully constructed making use of the available space. The layout of this apartment is inclusive of 2 elegant bedrooms, a western style common bathroom, generously sized living cum dining room, and a modular kitchen.

To continue, both bedrooms of this unit are adorned with trendy wardrobes, cozy double beds and ACs are installed to retain cool ambiance. Well-appointed with 4-seater dining table, 4-seater sofa, and TV unit with a TV; the living cum dining room of this apartment is perfect for the entire family to come together and cherish memorable moments.

The contemporarily designed kitchen of this flat encourages you to cook and feed delicious meal for your family. It is complete with a gleaming platform, sink, and hob. Also, chimney is fitted to drive away the fumes and maintain freshness.

The flooring across all the rooms of this apartment is finished with fancy and durable ceramic tiles, which will surely impress you and your family the moment you step in.

Facilities

Open parking space, 24hours Kaveri water supply, bore well, 100% power backup and tight security are some of the basic facilities available here. To sort out repair issues if any, utility service providers like plumbers and electricians can be found within the vicinity.

Locality

Choosing this apartment to settle down with the family is without a doubt a wise decision as most of the key amenities like schools, hospitals, banks, malls, supermarkets, etc are accessible within the proximity.

Commuters can be relaxed as this locality is well-connected to various parts of the city via different public transport services. With metro station located just 8mins walking distance away, conveyance becomes much more easier.","1.79 Cr ₹ 10,02,399 Approx. Registration Charges
See Other Charges","Lavelle Road, Bangalore., Lavelle Road, Bangalore - Central, Karnataka, Lavelle Road, Bangalore - Central, Karnataka",NA,New Construction,NA,NA,NA
65.0 Lac,"1450 Sq-ft Commercial Office Space for Sale in , locality, Bangalore","for sale in Dommasandra, Bangalore","Owner
Sanjay Mujoo",3,3,3,1450 sqft,"4,483/sqft",Ready to Move,Resale,2 (Out of 4 Floors),1 Covered,Semi-Furnished,NA,"Semi furnished ready to move in 3 bedroom apartment overlooking main road. Corner flat with 2 sides open with balconies. 7 Km from new Wipro Campus. woodwork, geysers, fans, modular kitchen with chimney. excellent connectivity. Serviced by all Etailers and Cabs. Amenities within 20 meters","65.0 Lac ₹ 3,200 Monthly","PSR Flora Sarjapura Main Road, Dommasandra, Bangalore - East, Karnataka","near Dommasandra, next to shopping marts, banks, boutiques",Less than 5 years,NA,NA,NA
1.60 Cr,"3 BHK Flat for sale in Hoodi Circle, Bangalore","for sale in Godrej Air, Hoodi Circle, Bangalore","Owner
Man",3,3,NA,NA,NA,Ready to Move,Resale,13 (Out of 16 Floors),2 Covered,NA,NA,"Immediately available for sale is the brilliantly crafted 3 BHK flat, which is well-placed in one of the premium localities of Bangalore, i.e. in Godrej Air, Hoodi Circle, Bangalore.



Note As this flat is under construction, the possession will be given by April 2020


Property specification


Advantageously located on the 13th floor, in a high-rise building of total 16 floors, this amazing adobe occupies an area of 107 sq m. Newly planned, this fabulously designed dwelling is a vastu compliant, hence ensures a positive ambiance throughout the flat.


The floor specification of this beautiful dwelling encompasses 3 bedrooms, 3 bathrooms, a balcony, a living cum dining area, and a kitchen. Benefited with a foyer at the entrance, the living cum dining area features quite well lit space to spend some quality time with your family members.


Moreover, the puja room is facing the hall and the dining area. Overlooking the lovely pool, the well-positioned balcony is attached to the lobby. All the bathrooms are fashioned in a western manner, where 2 are attached while the last one is available for common use.


The modular kitchen is quite stylish and is well-appointed with chimney, storage cabinets, granite countertop and a sink.


Facilities


Some of the top notch amenities such as pool, gym, club house, community center, RO plant, jogging track, kids play area, badminton and tennis court are provided here.


Also, 2 covered parking spaces, 24 hours water supply, 100% power backup, and tight security with CCTV cameras are provided here.


Locality


The locality enjoys smooth connectivity to various parts of the city. Some of the well-known schools are located within the vicinity. Also, you can easily get quick medical assistance as the reputed hospitals are sighted close by.


On a weekend you can visit the Phonix Mall, which is dotted close to the proximity. Commuting to and from the locality also gets easier, as various means of transports are sighted within the vicinity. Furthermore, the banks and ATM centers are also located nearby.",1.60 Cr,"Hoodi Circle, Bangalore - East, Karnataka","Hodi circle, opposite metro station. next to propose 8 lane expressway",NA,NA,NA,NA
